Cidade,date,SO2,NO2,O3,CO,PM2.5,PM10,rh_sensor
Rio Branco do Sul,2024-01-18T08:00:00Z,35.71933333333333,78.35526666666667,0,0.013416666666666667,2.625,29.04,64.43333333333334
Rio Branco do Sul,2024-01-18T09:00:00Z,28.82436666666667,74.81616666666666,0,0.016291666666666666,2.6166666666666667,34.968333333333334,64.03916666666666
Rio Branco do Sul,2024-01-18T10:00:00Z,17.896783333333335,72.27973333333333,0,0.07954166666666666,1.7133333333333334,23.24,62.71
Rio Branco do Sul,2024-01-18T11:00:00Z,6.761783333333334,67.03609999999999,0,0.04504166666666667,1.1866666666666668,12.654166666666667,58.645833333333336
Rio Branco do Sul,2024-01-18T12:00:00Z,7.445166666666667,66.75096666666667,0,0.08145833333333333,1.5358333333333334,13.646666666666667,56.69
Rio Branco do Sul,2024-01-18T13:00:00Z,0.4803333333333334,55.312733333333334,0,0.035458333333333335,2.0483333333333333,21.485,51.9825
Rio Branco do Sul,2024-01-18T14:00:00Z,39.27161666666667,78.1187,0,0.1035,1.65,18.579166666666666,51.60333333333333
Rio Branco do Sul,2024-01-18T15:00:00Z,25.817916666666665,68.70303333333334,0,0.07858333333333332,1.7758333333333334,21.93,51.39416666666666
Rio Branco do Sul,2024-01-18T16:00:00Z,15.722183333333334,61.66556666666667,0,0.08433333333333333,1.1516666666666666,11.958333333333334,48.464166666666664
Rio Branco do Sul,2024-01-18T17:00:00Z,57.93911666666666,87.6174,0,0.2510833333333333,3.7199999999999998,40.020833333333336,50.625
Rio Branco do Sul,2024-01-18T18:00:00Z,41.221333333333334,77.39803333333333,0,0.11691666666666665,2.06,36.74916666666667,51.2525
Rio Branco do Sul,2024-01-18T19:00:00Z,150.9884166666667,110.41083333333333,0,0.1849583333333333,1.7583333333333333,23.675833333333333,54.85
Rio Branco do Sul,2024-01-18T20:00:00Z,236.13841666666667,136.2295,0,0.5117499999999999,5.305833333333333,43.7375,64.18916666666667
Rio Branco do Sul,2024-01-18T21:00:00Z,136.46488333333335,112.86736666666665,0,0.39579166666666665,2.2375,14.8075,67.99166666666667
Rio Branco do Sul,2024-01-18T22:00:00Z,122.93695000000001,113.56296666666667,0,0.3699166666666666,3.0541666666666667,15.385833333333334,68.69833333333334
